intercept,slope
0.0,0.0
0.045084613930423637,0.13037451799121094
0.08942718604303036,0.2583397299935568
0.13304124695140013,0.38393970411947537
0.17594007986732357,0.507217702650359
0.2181367251247608,0.6282161967719118
0.2596439846210753,0.746976881040057
0.3004744261770565,0.8635406875823233
0.3406403878172144,0.9779478000395444
0.38015398197180583,1.090237667252623
0.4190270996020227,1.2004490166990194
0.4572714142497472,1.3086198676835414
0.49489838601325364,1.4147875442879292
0.5319192654502112,1.5189886880836447
0.5683450974093162,1.6212592706121969
0.6041867247918602,1.7216346056372511
0.6394547922445138,1.8201493611727004
0.6741597497845849,1.9168375712907892
0.7083118563589854,2.0117326477143176
0.7419211833381194,2.104867391196869
0.7749976179458824,2.1962740026949437
0.8075508666269395,2.2859840943357943
0.8395904583524303,2.3740287001847102
0.8711257478652256,2.4604382868154087
0.9021659188658417,2.545242763687136
0.932719987140098,2.6284714933320195
0.9627968036295813,2.7101533013561268
0.9924050574459652,2.790316486257652
1.0215532788302086,2.8689888290655667
1.050249842057644,2.9461976028020165
1.0785029682899423,3.0219695817716934
1.1063207283749277,3.0963310506813397
1.1337110455951946,3.1693078135924955
1.1606816983664654,3.240925202710536
1.1872403228866033,3.311208087012996
1.2133944157361887,3.380180880720112
1.2391513364315394,3.4478675516104786
1.2645183099310475,3.5142916291846427
1.2895024290956858,3.5794762126794186
1.314110657104521,3.6434439789356556
1.3383498298260572,3.7062171901221355
1.3622266581462181,3.767817701318231
1.3857477302537582,3.8282669679579087
1.4089195138838848,3.887586053137613
1.4317483585208526,3.945795634790517
1.4542404975602818,4.002916012729585
1.476402050431937,4.058967115561851
1.4982390246836876,4.113968507476255
1.5197573180273627,4.167939394907366
1.5409627203471947,4.2208986330772476
1.5618609156715377,4.272864732417701
1.5824574841085297,4.323855864875073
1.6027579037463608,4.37388987009977
1.6227675525187928,4.422984261522599
1.642491710036566,4.471156232319987
1.6619355593853165,4.518422661270133
1.6811041888906189,4.564800118502064
1.7000025938507508,4.61030487113957
1.7186356782377752,4.654952888841934
1.7370082563675135,4.698759849243341
1.7551250545389854,4.74174114329283
1.7729907126438669,4.783911880496593
1.7906097857465197,4.825286894064414
1.8079867456351282,4.865880745962008
1.8251259823444714,4.905707731870966
1.8420318056508513,4.944781886058004
1.8587084465396833,4.983116986155174
1.8751600586462516,5.02072655785267
1.8913907196701194,5.057623879505811
1.9074044327636737,5.093821986657791
1.923205127895281,5.129333676479721
1.9387966631875155,5.164171512129481
1.9541828262309167,5.198347827030868
1.9693673353737242,5.231874729074498
1.984353840988028,5.264764104741885
1.999145926712766,5.297027623154112
2.0137471106739935,5.328676740046467
2.028160846682837,5.359722701670399
2.042390525411543,5.390176548624121
2.056439475548023,5.420049119613173
2.0703109649292846,5.449351055142214
2.0840082016541386,5.478092801139309
2.0975343351755575,5.506284612513939
2.1108924573730605,5.533936556649956
2.1240856036054883,5.5610585168346605
2.1371167537445275,5.587660195625176
2.149988833189336,5.61375111815327
2.162704713862615,5.639340635369738
2.1752672151884647,5.664437927229466
2.187679105052364,5.689052005818247
2.1999431007435915,5.713191718422427
2.212061869880416,5.736865750542406
2.2240380313183667,5.760082628851055
2.2358741560418984,5.782850724098018
2.247572768039748,5.8051782539609125
2.2591363451642876,5.827073285844397
2.270567319975161,5.84854373962805
2.281868080567494,5.8695973903639995
2.293040971384962,5.890241870925232
2.3040882940179896,5.910484674605468
