intercept,slope
0.0,0.0
4.508461393042364,13.037451799121095
1.5965046079157066,1.9818437095905548
4.794743224579651,10.901288169328541
2.8936118880418125,3.280793055685236
5.182954375633194,9.375834381481031
3.9669077028084025,4.11649719215653
5.62373895921082,8.275015836513582
4.869944642154227,4.639250079714431
6.084792066908529,7.4705951649707725
5.640997464083799,4.951775191334711
6.545371768642046,6.87408799683472
6.3077148095386395,5.124177890000876
6.992544295672836,6.424342990495966
6.890325334332648,5.204207363087907
7.418617978964527,6.079011097277583
7.403850227575192,5.22429861770565
7.819392266249691,5.808685362606285
7.859632524738973,5.206404099657664
8.192965363004708,5.592874519979348
8.266396423456454,5.165308035949182
8.538924513832935,5.417235872888455
8.630983067664483,5.110899331719325
8.857798181314285,5.271673005996853
8.958863435095363,5.049729685897055
9.150687298170126,5.1490274821715305
9.254497490492698,4.986081179748518
9.41901879556226,5.044178553741489
9.521587152621427,4.9226972834101055
9.66438247343445,4.953423188050362
9.763255777764742,4.861282955656067
9.888424537426122,4.874048716268889
9.982176664848815,4.80284637346557
10.09277953818863,4.804037884609662
10.180666081288434,4.747932077621942
10.27902821926214,4.741864948499776
10.360751494202185,4.696779702371491
10.448672737218365,4.686354401092449
10.52422238227083,4.649431735498324
10.603123431109864,4.636582820216611
10.672668727821948,4.6058063951707755
10.743693177714533,4.591810424328841
10.807510723049568,4.565746657812878
10.871596642575577,4.5514331214633765
10.930022146371135,4.5290530035794125
10.987952608349564,4.514948715101616
11.041349122171207,4.495505066064584
11.093788157747037,4.481932908924554
11.142525464777714,4.464875739643628
11.19004389504272,4.4520221111815745
11.234485453485751,4.436940177216215
11.277579667222856,4.4249009729443785
11.318074640348458,4.411481342360349
11.357180434140954,4.4002932360403015
11.394059122334975,4.388293252669877
11.429562064575403,4.3779549074475135
11.463133590978929,4.3671826895834736
11.495376921033769,4.3576690801922835
11.525928389773236,4.347969902312788
11.555219153704558,4.339241929440829
11.583015751285593,4.330488663841591
11.609629662150041,4.322499556137427
11.634915344693681,4.314585920889328
11.659100708352643,4.307285449540888
11.682099234954032,4.300121200389394
11.704080180810891,4.293458408317234
11.724996333532458,4.286965880878595
11.744975519429032,4.280890807047937
11.763996405061619,4.275002400305195
11.78215731693906,4.269467127697386
11.799453682744916,4.2641234467009745
11.815962615887807,4.259082698275421
11.831690136614897,4.254231161196648
11.846697921735956,4.249642596739816
11.86099843206122,4.2452363714304475
11.874641952976114,4.2410606892460265
11.88764461080024,4.237057865751463
11.900048148806823,4.233258779636234
11.911870522269703,4.229621713549116
11.923146954083567,4.226165852576825
11.933896030020803,4.2228606337235775
11.944147900197216,4.219717396697977
11.953921014851145,4.216713411184292
11.963241499331133,4.213854796939797
11.97212719403737,4.211124359938933
11.980600968302792,4.208524787396162
11.988679773986515,4.206042830549059
11.996383796957044,4.203678957497918
12.003728951859038,4.201422759301387
12.010733174878899,4.199273305548721
12.017411280171121,4.1972222562522905
12.023779289053113,4.195267834528518
12.029850907020593,4.193403229264682
12.035640504026496,4.191626185787336
12.041160703369892,4.189931041214377
12.046424435131087,4.188315306818364
12.05144328773805,4.186774197659654
12.056228924402975,4.185305149761295
12.060791957684094,4.183904062417455
12.06514292798091,4.182568397670632
12.069291536591773,4.181294598656023
12.07324732298777,4.180080215907592
12.077019143478783,4.178922133285554
12.08061564118261,4.177818026291625
12.084044892842638,4.176765142598913
12.087314736017015,4.175761301888054
12.090432530911947,4.174804057279071
12.093405389132384,4.173891380518813
12.096240014088863,4.173021085046412
12.098942861790247,4.172191295269238
12.101520034839941,4.171400049365762
12.103977396231434,4.170645620428952
12.106320499813034,4.169926242769672
12.108554671507953,4.169240331452562
12.110684964522443,4.168586293480795
12.11271621791992,4.167962677658194
12.114653028549201,4.167368044132625
12.11649979381541,4.16680106650107
12.118260694844157,4.166260441494655
12.11993972817036,4.165744958366767
12.121540696395266,4.165253436205826
12.123067232055663,4.164784770925928
12.124522793223928,4.1643378916096
12.125910681816706,4.163911792180093
12.12723404240568,4.163505500865576
12.128495876534119,4.163118101407993
12.129699043565662,4.1627487115870245
12.13084627210138,4.162396497293826
12.131940162076553,4.162060657321544
12.132983194042833,4.1617404325846055
12.133977731984325,4.161435095253844
12.1349260310029,4.161143954683157
12.135830240503104,4.1608663495658655
12.136692410661913,4.16060165163737
12.137514495753209,4.160349259940669
12.138298359674595,4.160108603035387
12.139045779264345,4.159879134743075
12.1397584490823,4.159660335361023
12.140437984627692,4.159451708452386
12.141085926518322,4.159252781404208
12.141703743554915,4.159063102961114
12.142292836405737,4.158882243358105
12.1428545404879,4.158709792388597
12.143390129238384,4.158545359268009
12.143900816799064,4.158388571090335
12.144387760936446,4.158239072527583
12.144852065527727,4.158096524572804
12.145294783178143,4.157960604145625
12.145716917512063,4.1578310030498775
12.146119425527074,4.15770742753173
12.146503219698156,4.157589597400953
12.14686917010041,4.157477245572048
12.147218106336666,4.157370117312657
12.147550819455367,4.157267969787148
12.147868063713082,4.157170571405793
12.148170558309932,4.157077701382867
12.148458988998875,4.156989149167259
12.148734009657833,4.156904714022212
12.148996243757523,4.156824204522976
12.149246285786893,4.156747438162009
12.149484702590872,4.156674240902792
12.149712034663663,4.1566044468121595
12.149928797367213,4.156537897661863
12.1501354821052,4.156474442588319
12.150332557432364,4.156413937735304
12.150520470120602,4.156356245940509
12.15069964616859,4.156301236414088
12.15087049177019,4.1562487844508595
12.151033394233085,4.156198771140387
12.151188722858636,4.156151083103383
12.15133682977758,4.15610561222973
12.151478050749562,4.156062255437488
12.151612705923268,4.156020914435822
12.151741100563067,4.155981495504976
12.151863525740328,4.15594390928149
12.15198025899388,4.155908070557536
12.152091564958699,4.155873898086156
12.152197695966244,4.1558413143983985
12.152298892616159,4.155810245626597
12.152395384321991,4.155780621337822
12.152487389831045,4.155752374373456
12.15257511772047,4.155725440697567
12.152658766869955,4.155699759251224
12.152738526912714,4.155675271814501
12.152814578665282,4.155651922874142
12.152887094537517,4.155629659497999
12.152956238923377,4.1556084312148
12.153022168573663,4.155588189899921
12.153085032951333,4.155568889666135
12.153144974570361,4.155550486759705
12.1532021293188,4.155532939461097
12.153256626766852,4.155516207990484
12.153308590460602,4.155500254417495
12.153358138202096,4.155485042575281
12.153405382316398,4.155470537978487
12.153450429906238,4.155456707745097
12.153493383094805,4.155443520521876
12.153534339257268,4.155430946413302
12.153573391241526,4.155418956913785
12.15361062757869,4.1554075248430475
12.153646132683791,4.155396624284509
12.153679987047141,4.155386230526527
12.153712267416813,4.155376320006385
12.15374304697262,4.155366870256864
12.153772395492027,4.155357859855321
12.153800379508324,4.155349268375111
12.153827062461465,4.155341076339292
12.153852504841888,4.1553332651764645
12.15387676432764,4.155325817178667
12.15389989591514,4.15531871546124
12.153921952043854,4.155311943924541
12.153942982715174,4.155305487217451
12.153963035605775,4.1552993307025705
12.153982156175697,4.155293460423039
12.1540003877714,4.155287863070893
12.154017771724035,4.155282525956897
12.154034347443142,4.1552774369817795
12.154050152505986,4.155272584608795
12.154065222742753,4.155267957837586
12.154079592317771,4.155263546179228
12.154093293806966,4.155259339632463
12.154106358271704,4.155255328661018
12.154118815329216,4.155251504171998
12.154130693219736,4.155247857495257
12.154142018870523,4.155244380363757
12.154152817956902,4.155241064894813
12.154163114960477,4.155237903572241
12.154172933224624,4.155234889229295
12.154182295007415,4.155232015032443
12.154191221532072,4.155229274465857
12.15419973303509,4.155226661316662
12.154207848812105,4.155224169660821
12.154215587261636,4.155221793849742
12.154222965926799,4.1552195284974385
12.154230001535081,4.155217368468349
12.154236710036253,4.155215308865663
12.154243106638534,4.155213345020258
12.15424920584306,4.155211472480072
12.154255021476773,4.155209687000056
12.154260566723753,4.155207984532503
12.154265854155113,4.155206361217917
12.154270895757495,4.155204813376225
12.154275702960247,4.155203337498466
12.154280286661328,4.1552019302388095
12.15428465725202,4.155200588406994
12.154288824640481,4.1551993089610715
12.154292798274211,4.155198089000536
12.154296587161463,4.155196925759723
12.15430019989167,4.1551958166015615
12.154303644654918,4.1551947590115805
12.154306929260507,4.1551937505922165
12.154310061154659,4.155192789057376
12.154313047437402,4.155191872227255
12.154315894878657,4.155190998023389
12.154318609933593,4.155190164463957
12.154321198757259,4.155189369659271
12.154323667218534,4.155188611807504
12.154326020913437,4.155187889190602
12.154328265177812,4.155187200170386
12.154330405099419,4.1551865431848425
12.154332445529477,4.155185916744582
12.154334391093652,4.15518531942946
12.154336246202554,4.1551847498853585
12.154338015061727,4.155184206821118
12.154339701681184,4.155183689005606
12.154341309884506,4.155183195264935
12.1543428433175,4.155182724479787
12.154344305456467,4.155182275582894
12.154345699616089,4.155181847556599
12.154347028956934,4.155181439430566
12.154348296492627,4.15518105027957
12.154349505096679,4.155180679221403
12.154350657509005,4.155180325414873
12.154351756342129,4.1551799880579
12.154352804087114,4.155179666385692
12.154353803119207,4.155179359669016
12.15435475570322,4.155179067212544
12.154355663998667,4.155178788353274
12.154356530064659,4.155178522459031
12.154357355864574,4.15517826892703
12.154358143270507,4.155178027182514
12.15435889406751,4.155177796677445
12.154359609957648,4.155177576889268
12.154360292563847,4.155177367319719
12.15436094343358,4.155177167493706
12.154361564042373,4.155176976958218
12.154362155797152,4.155176795281315
12.154362720039426,4.155176622051128
12.15436325804834,4.1551764568749485
12.15436377104356,4.155176299378316
12.154364260188052,4.15517614920419
12.154364726590709,4.155176006012121
12.15436517130887,4.1551758694774925
12.154365595350711,4.155175739290779
