Date,predicted_mean
2010-01-01,71.89062457866679
2010-02-01,79.27337934755438
2010-03-01,67.43455914484052
2010-04-01,32.01005596709891
2010-05-01,18.11277254212726
2010-06-01,-1.2283661645999233
2010-07-01,1.2086726553712728
2010-08-01,3.1232615562652195
2010-09-01,3.0003841548462615
2010-10-01,6.4529595324035025
2010-11-01,30.84809004944823
2010-12-01,74.78381474673797
2011-01-01,74.6123877722658
2011-02-01,47.077254736132666
2011-03-01,74.99004865608795
2011-04-01,33.664033468144815
2011-05-01,2.2887910462278205
2011-06-01,6.131841944788961
2011-07-01,-0.5375392440356346
2011-08-01,4.867798209374378
2011-09-01,3.595238591396638
2011-10-01,5.590273536612518
2011-11-01,14.565705405104852
2011-12-01,25.853706693014963
2012-01-01,79.22107833438356
2012-02-01,59.427473773288995
2012-03-01,25.28453448802042
2012-04-01,42.99325430485891
2012-05-01,0.2924752798184347
2012-06-01,0.03172903098041879
2012-07-01,0.7084020829449343
2012-08-01,4.525008762422682
2012-09-01,3.8727945340381007
2012-10-01,2.4171930062030667
2012-11-01,31.06279226224842
2012-12-01,87.32720024133616
2013-01-01,81.01218940404482
2013-02-01,62.92643281493733
2013-03-01,44.61066203632113
2013-04-01,21.891386999931225
2013-05-01,7.4950586220457325
2013-06-01,0.3996245980815327
2013-07-01,0.9369264417276818
2013-08-01,5.16512762246997
2013-09-01,4.471244984180858
2013-10-01,1.4684429255381861
2013-11-01,12.780456216012468
2013-12-01,23.95352932542525
2014-01-01,91.9579244811752
2014-02-01,73.03140475356267
2014-03-01,57.03117023038487
2014-04-01,35.557479912970464
2014-05-01,9.158260480357685
2014-06-01,-0.45809425471521314
2014-07-01,1.249037602229214
2014-08-01,5.434587465369137
2014-09-01,4.819046608770471
2014-10-01,2.0343518502802613
2014-11-01,29.29278366175614
2014-12-01,72.74580032406635
2015-01-01,96.05596636569892
2015-02-01,61.233889192756834
2015-03-01,54.48391916754269
2015-04-01,16.65495546665653
2015-05-01,12.32434518736484
2015-06-01,2.9621918864891175
2015-07-01,0.15494097620761882
2015-08-01,6.430416195974577
2015-09-01,5.124790315395218
2015-10-01,4.736554196795941
2015-11-01,25.055861184834683
2015-12-01,55.653164901760334
2016-01-01,114.92311988138863
2016-02-01,92.29547300702383
2016-03-01,63.496138311134814
2016-04-01,39.51695292138928
2016-05-01,-4.094303505575857
2016-06-01,3.3033746665133275
2016-07-01,0.2807914366210922
2016-08-01,6.85521170950074
2016-09-01,5.513811273015705
2016-10-01,5.764780502816526
2016-11-01,19.509337243114764
2016-12-01,62.72364947988071
2017-01-01,88.05647116726043
2017-02-01,126.45323380994887
2017-03-01,57.447523867669545
2017-04-01,30.039111101300797
2017-05-01,15.468070176138678
2017-06-01,-2.114961602824724
2017-07-01,2.374323820448504
2017-08-01,6.6081768102546
2017-09-01,6.578100138479174
2017-10-01,4.130677793416853
2017-11-01,27.30419946014603
2017-12-01,55.66189052590637
2018-01-01,28.105423241994473
2018-02-01,63.03880682596334
2018-03-01,72.47539799163701
2018-04-01,35.317440979553346
2018-05-01,-1.8431503830209248
2018-06-01,3.264184296815791
2018-07-01,0.264772286168634
2018-08-01,7.194484257039104
2018-09-01,5.746640769311055
2018-10-01,7.260563069636436
2018-11-01,20.699365001530076
2018-12-01,88.7101484426743
2019-01-01,68.38184123227917
2019-02-01,103.6978386395682
2019-03-01,54.94279879228131
2019-04-01,37.36730918397649
2019-05-01,4.200614994823934
2019-06-01,6.8247211281887985
2019-07-01,-0.9245316223512157
2019-08-01,8.610538864879336
2019-09-01,6.360821503227244
2019-10-01,7.918487088303123
2019-11-01,15.362151758698086
2019-12-01,87.62663165370846
2020-01-01,46.10761198589513
2020-02-01,21.440583435319546
2020-03-01,58.00147417645231
2020-04-01,42.45657639445507
2020-05-01,0.008590331319430433
2020-06-01,1.4193983856536965
2020-07-01,1.202486212382952
2020-08-01,8.125185191947491
2020-09-01,6.895431709568502
2020-10-01,9.667464612943194
2020-11-01,10.562221943440356
2020-12-01,80.328082277262
2021-01-01,80.20156716665929
2021-02-01,99.16435566079952
2021-03-01,28.49435075545916
2021-04-01,36.00543917792313
2021-05-01,-0.1264783474102824
2021-06-01,3.138348715495873
2021-07-01,0.6815980535792565
2021-08-01,8.972254815667938
2021-09-01,7.340729553308308
2021-10-01,10.805223907985066
2021-11-01,23.254662946208466
2021-12-01,90.0148806275157
2022-01-01,54.41507912517285
2022-02-01,74.71564675653659
2022-03-01,58.047971123854936
2022-04-01,44.24135698457272
2022-05-01,5.146354053471814
