Year    Month    Zone      MaxDate     MaxTime     MaxWL       MinDate     MinTime      MinWL
2018      9      LST      20180909      06:18       3.82      20180908      12:12      -4.99
2018     10      LST      20181011      20:30       3.80      20181027      02:54      -4.40
2018     11      LST      20181123      18:48       4.95      20181126      03:12      -5.11
2018     12      LST      20181224      19:30       5.10      20181226      03:54      -5.53
2019      1      LST      20190120      18:12       5.25      20190123      03:00      -5.90
2019      2      LST      20190214      13:48       4.58      20190220      01:36      -5.85
2019      3      LST      20190323      08:54       4.06      20190317      23:00      -4.61
2019      4      LST      20190420      07:36       3.91      20190421      14:48      -5.34
2019      5      LST      20190519      07:00       4.52      20190520      14:36      -4.70
2019      6      LST      20190615      05:12       3.90      20190606      15:54      -5.52
2019      7      LST      20190731      05:42       4.07      20190704      14:48      -5.79
2019      8      LST      20190801      06:30       4.21      20190802      14:30      -5.69
2019      9      LST      20190929      19:42       4.17      20190927      12:06      -4.55
2019     10      LST      20191029      19:48       4.17      20191031      03:18      -5.20
2019     11      LST      20191127      19:24       4.85      20191126      00:42      -5.31
2019     12      LST      20191225      18:06       4.85      20191227      02:06      -5.11
2020      1      LST      20200113      21:00       4.21      20200112      02:30      -5.72
2020      2      LST      20200208      18:06       3.69      20200210      02:06      -6.08
2020      3      LST      20200314      10:42       3.85      20200310      01:36      -5.10
2020      4      LST      20200410      08:24       4.24      20200410      15:06      -5.06
2020      5      LST      20200509      08:00       4.19      20200508      14:12      -5.59
2020      6      LST      20200605      06:06       4.38      20200606      13:54      -5.75
2020      7      LST      20200722      07:36       4.09      20200705      13:48      -5.64
2020      8      LST      20200820      07:42       3.78      20200803      13:24      -5.19
2020      9      LST      20200920      21:24       4.13      20200917      13:06      -4.23
2020     10      LST      20201018      19:48       4.23      20201019      02:42      -5.36
2020     11      LST      20201117      19:54       4.84      20201116      01:36      -5.70
2020     12      LST      20201213      17:24       4.66      20201216      02:06      -6.15
2021      1      LST      20210112      18:06       4.90      20210114      02:06      -5.53
2021      2      LST      20210211      18:54       4.01      20210227      01:18      -5.73
2021      3      LST      20210305      11:48       3.68      20210330      14:36      -5.40
2021      4      LST      20210428      07:36       4.12      20210429      15:06      -5.92
2021      5      LST      20210527      07:06       4.25      20210528      14:54      -6.35
2021      6      LST      20210625      06:42       4.62      20210625      14:00      -5.86
2021      7      LST      20210724      06:36       4.09      20210723      13:00      -5.83
2021      8      LST      20210822      06:36       4.11      20210820      11:48      -5.12
2021      9      LST      20210919      05:42       3.37      20210906      13:06      -4.27
2021     10      LST      20211024      20:30       4.41      20211011      04:48      -5.01
2021     11      LST      20211105      19:06       4.85      20211107      02:48      -5.50
2021     12      LST      20211204      18:30       4.77      20211206      02:36      -6.30
2022      1      LST      20220103      19:00       5.73      20220102      00:48      -5.84
2022      2      LST      20220201      19:00       3.70      20220202      02:06      -6.56
2022      3      LST      20220302      19:00       3.57      20220302      00:54      -5.34
2022      4      LST      20220420      09:24       4.07      20220417      14:06      -4.89
2022      5      LST      20220516      06:42       3.98      20220518      15:06      -6.35
2022      6      LST      20220616      07:54       4.33      20220615      14:12      -6.23
2022      7      LST      20220713      05:42       4.68      20220714      14:06      -6.07
2022      8      LST      20220812      06:36       4.37      20220812      13:48      -5.59
2022      9      LST      20220910      06:36       4.38      20220908      11:48      -4.72
2022     10      LST      20221011      20:06       3.70      20221029      03:42      -5.24
2022     11      LST      20221124      18:48       4.31      20221126      02:54      -5.83
2022     12      LST      20221223      18:24       4.98      20221225      02:36      -6.03
2023      1      LST      20230105      17:30       5.23      20230123      02:12      -6.34
2023      2      LST      20230219      18:18       3.98      20230220      01:12      -6.03
2023      3      LST      20230321      19:00       4.32      20230325      16:30      -4.41
2023      4      LST      20230419      06:24       3.65      20230421      14:24      -5.16
2023      5      LST      20230508      08:00       4.07      20230521      14:48      -5.05
2023      6      LST      20230606      07:54       4.33      20230605      14:30      -5.51
2023      7      LST      20230705      07:48       4.56      20230704      14:24      -5.60
2023      8      LST      20230802      06:48       4.41      20230802      13:54      -5.77
2023      9      LST      20230929      19:06       3.91      20230901      13:54      -4.67
2023     10      LST      20231029      19:12       4.10      20231031      02:48      -5.09
2023     11      LST      20231115      19:48       4.55      20231128      01:48      -4.99
2023     12      LST      20231227      19:00       5.10      20231215      03:00      -5.34
2024      1      LST      20240113      20:24       4.97      20240112      01:54      -6.00
2024      2      LST      20240207      16:30       4.68      20240210      01:36      -5.58
2024      3      LST      20240312      08:24       4.49      20240309      00:18      -5.10
